635221575051145216	negative
660452340214972418	neutral
805669114605957120	neutral
629222164361666561	neutral
637075117869268992	negative
665382429323079684	negative
622768294840389634	positive
675099624483500032	neutral
632454446283366400	neutral
802061131061792000	neutral
805654102159937536	negative
636654509121384448	positive
670862046800441345	neutral
631047169559121920	negative
802183825988131968	positive
637529202783309824	positive
630553994679578624	neutral
805699732496470017	neutral
637543379279183872	neutral
630591235569221632	neutral
805612356994822144	neutral
802046824131469056	positive
802399512987779072	negative
636121689894592512	positive
633482813401092096	positive
640798208784998400	positive
802381918176100352	negative
640943900962766849	negative
638127085630963713	neutral
640251769268891649	neutral
641004563454148609	positive
622833484571254784	neutral
799689436887851009	negative
631138167869997056	neutral
802161398470049024	neutral
805430028251054080	neutral
802206229846260992	negative
640169120600862720	neutral
671450205951123456	negative
622802856668631040	positive
639839096240779264	negative
802207417266211968	negative
634417543931916289	neutral
